id,date,obs_type,org_id,category,description,resolved
d0761dd1-6b05-4835-8d91-e5912b9eb462,2022-06-08,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 609,Устранено
b35b4e21-2981-48f3-b012-7935a95e78a5,2023-11-29,Хорошая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 610,Устранено
59415a90-55e4-4872-9f26-8e1b699c9fff,2022-11-16,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 611,просрочено
c4797319-c37d-4612-9265-5ac8ff6f7b7b,2023-07-28,Хорошая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 612,Устранено
3362af96-a38f-4f0f-802e-f95cc93f8194,2021-02-05,Хорошая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 613,в работе
940fa45e-6c93-4fdf-9434-b66f26126037,2022-05-27,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 614,Устранено
c18f69ff-5839-472f-9f5b-364d65c20748,2021-09-03,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 615,в работе
4be74cf6-0052-4cef-9318-3424398110f5,2021-10-22,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 616,в работе
3b04ae12-6e6e-495f-9c4d-961a4b4ea789,2022-09-22,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 617,Устранено
ddb2b1cb-4985-4cac-8b75-65488e680d69,2021-09-24,Хорошая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 618,просрочено
de027718-71a9-4784-a2d3-435992191914,2023-06-04,Хорошая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 619,просрочено
586867ce-880e-4177-af37-c0dd1137b288,2022-08-15,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 620,в работе
c02c2e41-1058-45b1-9838-c275ce8ec809,2022-05-17,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 621,в работе
eed6defb-9be8-4cd8-a3f8-8a34a4e70850,2021-06-18,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 622,Устранено
fa26c50d-6fa8-4876-8c8f-48fbe36372dc,2023-06-06,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 623,Устранено
41bbcb1c-bc27-425f-95dd-c6f1c6532c0b,2021-11-06,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 624,Устранено
ca0cf939-5c82-4231-8d38-a26f1457b62a,2021-01-09,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 625,в работе
ef1440e0-c1f1-4a42-ae6e-84abdfbce5c8,2022-05-29,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 626,просрочено
b5c6ecd8-dff6-43ea-b7d5-e06b4905d338,2021-05-19,Хорошая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 627,в работе
3db25d82-6a96-4600-b317-3284a1c4b700,2023-07-03,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 628,в работе
ae4cd61f-c166-40a9-8fa4-9e19e8f861ed,2023-07-11,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 629,Устранено
11987f3f-d784-44d5-9115-f6441968a295,2022-09-13,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 630,в работе
9c907a63-4e26-4596-8da4-a78278e395c3,2021-03-29,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 631,Устранено
21f1232a-f290-4b03-a5d7-0d7ebe80f34c,2022-03-25,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 632,просрочено
35931a41-7f0b-47f7-8bd7-2b4aef90578f,2022-09-12,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 633,просрочено
eba2118d-1737-4c33-b36e-9a978819a6a6,2023-08-07,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 634,Устранено
266e4322-89b6-4bdb-b39a-f48903e8e71a,2021-12-01,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 635,просрочено
1960da7a-2178-465a-86bd-a3bfb68387c6,2023-09-16,Хорошая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 636,просрочено
c8b0a643-49d7-4cc5-859f-d616db5a40cc,2023-06-18,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 637,Устранено
31863926-2131-4fcc-9c42-c84eccd94942,2021-08-15,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 638,просрочено
1846bc29-45c1-46d7-8a50-8612791f25f1,2021-06-03,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 639,в работе
a58534f5-4bce-46d0-b5df-af4a6cc03475,2023-05-18,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 640,Устранено
c8a35dd8-183b-4890-b40a-e12f5a6b0f13,2021-09-09,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 641,в работе
bc24bd17-528e-4d06-bb18-f2ed58b3851b,2022-01-12,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 642,просрочено
d857111a-da2b-44d8-84c9-42b6fb5d6c10,2023-04-19,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 643,в работе
a0aa2faa-80ae-41e3-b867-0269a56936d9,2021-12-08,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 644,в работе
86c5b0d4-fad6-45ea-ab8e-55c1ca8670fd,2021-10-13,Хорошая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 645,в работе
5b2a6546-325c-4e95-8c04-8ca8ee9f5b05,2023-07-04,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 646,в работе
0dbdfea4-6eaa-44da-acdf-ac16bfda0b40,2022-05-06,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 647,Устранено
e985579b-32fa-4bbb-9f47-2b39f24a061c,2022-02-27,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 648,просрочено
1270372c-5ce4-4807-a5bb-25026e4b4330,2021-02-27,Хорошая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 649,просрочено
cd639aa8-3b3b-4657-928c-15b0daa07834,2023-01-06,Хорошая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 650,в работе
c01693ec-d91e-40fc-8b94-6b2e2eef7cbd,2021-07-08,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 651,просрочено
c79a6de9-fe55-46c6-bf03-70501c293c58,2023-05-10,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 652,Устранено
8380ae75-b5cf-46d4-a064-4b8e8f37f177,2023-08-05,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 653,Устранено
b2b8ebfd-3567-43cd-85e3-fbcd19950a81,2022-01-20,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 654,Устранено
17f93b39-a9a8-4f7b-bed1-7cae12c477bd,2021-11-21,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 655,в работе
74bb8e99-c5ad-4847-9f7b-5db340e4bfb1,2021-11-05,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 656,просрочено
481f3b6b-5c07-49cf-bea0-65d34ebf52ca,2021-04-17,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 657,Устранено
c6dd84f1-eae8-4eb1-b674-56e5897a35d7,2023-04-16,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 658,просрочено
7ae1ecbb-d5b3-4873-aa88-2bb9c2d5f8ed,2021-11-02,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 659,в работе
1b9706b9-d208-47a8-ba89-5741e2775b48,2023-01-28,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 660,Устранено
e997b08c-4350-412b-bcff-c22379a839ec,2023-07-26,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 661,Устранено
0b88edfe-de95-4271-8db0-6b3324c35774,2023-10-16,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 662,просрочено
15e010a3-68a1-4957-aa50-326c72ef6400,2022-03-22,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 663,просрочено
9fe798bf-72fa-46e8-a89a-e83de581d4a5,2023-12-17,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 664,в работе
c7b54090-74c4-4c93-a344-1176a4b347fe,2023-03-05,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 665,просрочено
f082f19d-4f82-4e52-9758-2647ea09b4fb,2023-04-01,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 666,в работе
d6aeb798-2ccd-45e0-9088-b5103abbd5f8,2022-05-10,Хорошая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 667,Устранено
04fcb809-a33b-4ec0-ae88-46281526d658,2022-05-06,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 668,Устранено
e9558838-6d8d-4626-b6d0-556bc8dc8ca5,2022-05-26,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 669,в работе
f7707eba-845e-4ffb-9dc5-9c1ee733cc2a,2021-02-24,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 670,Устранено
a5df69ef-70bf-4ddc-b6d1-1b9c1c0867f7,2023-08-11,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 671,просрочено
d2da6e83-1fc0-4860-abff-8c6346e2b34c,2023-02-15,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 672,Устранено
ace943a4-0543-44ca-b14f-31810ee960aa,2021-12-20,Хорошая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 673,в работе
bca96eae-6d5b-44aa-bb94-afc09c1583de,2023-02-22,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 674,просрочено
22c75de9-413c-4d10-8ac9-a77a23cc968e,2023-12-19,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 675,в работе
b384e52c-27fa-4cea-a338-efaaf207e1e0,2021-12-11,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 676,просрочено
e08c3ca5-f8a7-4cdc-addb-c5df2c04313f,2023-03-14,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 677,в работе
3622bb31-ebe2-439f-8927-4c9269d9e239,2023-03-05,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 678,Устранено
868183da-8193-4371-a478-09b463b65760,2023-01-20,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 679,Устранено
b0ed2561-c51b-4261-aa46-1ba709a94b94,2022-10-02,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 680,Устранено
32f41767-0417-480d-826c-0b9346771c6f,2022-04-26,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 681,просрочено
1b59d4fa-eeb5-43f3-b77d-22b489d0fe15,2022-05-16,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 682,Устранено
eb1af3c2-7532-4878-830c-961c8dad7f7b,2021-11-04,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 683,просрочено
f96cccbc-cf5d-4da2-8f4d-d8ac36777f2c,2023-08-01,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 684,просрочено
dd696ab7-8d0e-4719-b88b-db6e51cab739,2022-03-30,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 685,в работе
b2550a13-b079-4c27-ae6a-1956f20a0eed,2022-03-26,Хорошая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 686,в работе
cc8c0875-8c7d-4b1d-9920-65008746ab0d,2022-09-12,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 687,в работе
0861b265-68b3-4f97-9ea0-6366255a436d,2022-12-23,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 688,в работе
f25e21f1-ac1a-4981-a59d-a9a08e6d3367,2021-09-27,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 689,просрочено
8e71739c-983a-4dec-b3e8-eaa672b6d952,2022-07-26,Хорошая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 690,Устранено
17b9de54-df45-40b9-a158-f5e6edc0734b,2021-11-17,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 691,просрочено
d4b9b02a-cb52-49d4-8463-983f2b7db45c,2021-05-09,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 692,в работе
94d0ad4e-b4cb-4fbb-b15d-11451b997dde,2022-12-12,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 693,просрочено
e2a242b7-6357-4c80-9fb5-e2d298c6ef02,2023-12-29,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 694,просрочено
f31e50cd-6aed-4b25-afa9-d6d140e97633,2023-07-10,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 695,Устранено
77037a6b-8e99-4c45-a0d0-4ee76bc0170b,2021-01-27,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 696,Устранено
e9db2f95-adda-4b7f-95ad-e3a892337c9b,2023-03-16,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 697,просрочено
4113d5b3-d860-4caa-8af9-cfa2d4ca567a,2021-02-08,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 698,в работе
0a13d810-312b-45cb-810b-92fe00dcb5ee,2023-10-22,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 699,Устранено
0f3ad79d-ee69-4d4a-a1f3-ca039a923c08,2023-06-24,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 700,в работе
ca4401dc-5ffc-4d97-bf57-136cf59d973e,2021-09-04,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 701,Устранено
3f60a7e5-ea69-42e4-981b-fd35dbcd19a5,2023-07-13,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 702,просрочено
60f8b39c-d0e4-44d8-89be-9531cc60bf92,2023-03-02,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 703,в работе
2aa094c7-de13-4c21-be31-0aebb1d850fd,2022-02-16,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 704,Устранено
5fda16d4-2a8b-42d4-b716-c9a3dfdad8b6,2023-12-19,Хорошая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 705,Устранено
38ffe8d7-92d1-4c78-abcc-dca948d4a55a,2021-06-25,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 706,в работе
5429848a-e3f0-4339-98bc-da9c10617d3e,2021-12-30,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 707,Устранено
e8319d5f-3690-4d22-938e-0553b410fc71,2023-10-07,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 708,просрочено
18f909b5-264c-4670-9856-af2bb32fad5a,2021-05-18,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 709,в работе
107b771d-23b0-4a6a-87c8-9fa704a602a4,2023-02-03,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 710,просрочено
2cfaee3b-ffab-4414-aefd-c0c841f7eaba,2021-07-01,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 711,Устранено
63d7fea5-cb5d-4eae-9f2a-ffc93c3ede5e,2023-11-03,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 712,просрочено
44226d0e-272b-4780-a3c3-e45bff287936,2022-12-02,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 713,Устранено
7a0f6b55-985c-45ac-b630-ad278117fbd1,2021-07-21,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 714,просрочено
e2fbb706-4865-45a2-865b-e0b07cb69cdd,2023-07-13,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 715,просрочено
5bc05b6e-d11a-4f25-8244-3c7b69a32ff2,2022-03-23,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 716,в работе
84b09cfc-6638-4938-ad46-4c5f85a98483,2023-08-22,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 717,в работе
7b1d7e22-c2b7-4179-8dd2-320ecb3bcf31,2023-12-30,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 718,просрочено
9fe0f631-fe28-45ed-8564-91758f7249d1,2023-09-18,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 719,просрочено
d5cf14d7-e716-4e75-91de-4747a175c937,2023-07-31,Хорошая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 720,в работе
f7cf731f-0daf-4ce7-9ddd-155f203ab955,2023-02-14,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 721,просрочено
672aa82e-695a-4d7a-b24f-5405ce4bbfd9,2023-11-15,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 722,просрочено
b41f5358-6055-4d35-b5e0-6aef7877fb78,2023-03-09,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 723,просрочено
9aa68034-ecb0-4ed3-bec2-5d6388c99177,2021-03-04,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 724,в работе
f1de40ba-20f0-4763-9cd8-794d281729cc,2021-07-19,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 725,просрочено
452939cb-6661-4af2-afcd-421b1e1d4de3,2022-06-11,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 726,Устранено
55e6bf9e-3408-4c72-912c-20a05e0f6ae9,2022-12-23,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 727,в работе
c90cc159-5c5a-4c11-94e3-571eb5e7e825,2023-12-16,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 728,просрочено
28378fd7-8322-4d8b-ba58-f0977079c406,2022-01-28,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 729,Устранено
ff46d2fb-cdf8-4c82-83b0-c13edc7c68e8,2021-04-19,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 730,просрочено
1ebde726-c82c-40aa-8b26-e90b9e3cd1fc,2022-05-18,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 731,в работе
2720dc0b-9ac8-4fb5-b5c4-3df112c15d57,2021-02-14,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 732,в работе
91254d97-7471-4f3f-a4cf-22d4d4a5f957,2021-04-07,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 733,Устранено
1ffd6b43-d535-48eb-ba09-3e8a651594d3,2022-12-03,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 734,просрочено
66013754-2d7f-47cf-aa7a-f3feaadaa13e,2021-07-27,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 735,в работе
dbf0c249-8fa2-43f1-83b9-ad4b0c2dd6e6,2021-11-11,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 736,просрочено
7df513dc-1495-4124-be5c-a2912caf388c,2022-12-22,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 737,в работе
ac217c52-a2b7-4c69-93f2-8ee74574a899,2023-04-21,Хорошая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 738,в работе
988bae94-e279-4675-adcd-c72580c0ed90,2023-05-28,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 739,просрочено
c82e248d-8efa-45b5-9308-88ce81faf58c,2023-01-31,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 740,Устранено
9553a1d0-53b5-4713-b6a1-30c45146680c,2022-03-29,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 741,в работе
cc791141-fa25-4c7c-a9f1-114dba515187,2021-07-03,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 742,в работе
45a9d3b1-ac5f-4a60-86bc-141511dc9ed1,2021-10-02,Хорошая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 743,просрочено
a99f3d69-4f69-4809-a74e-ce6aa16bc0f1,2022-05-25,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 744,Устранено
bce2b7a4-f1b7-4705-afb1-e70784190761,2023-11-25,Хорошая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 745,просрочено
24970b9d-27f1-4c26-898e-b63ada41c12d,2023-05-25,Хорошая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 746,Устранено
a2e46718-1661-4fb5-893b-7b52114893bc,2022-01-10,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 747,Устранено
d9391e2a-b7c2-4186-a0f0-b7cfd60ff97f,2023-08-08,Хорошая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 748,просрочено
0cee5e62-a19d-4c84-8297-cd4e549b4d82,2023-04-21,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 749,в работе
78d5d39a-ce9e-471c-9f2a-7c0030572435,2023-03-13,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 750,просрочено
779a6b8b-b405-483a-b72c-e162932ec453,2023-06-11,Хорошая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 751,в работе
2bff2a3f-1030-4143-875e-90f19e016549,2023-08-12,Хорошая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 752,просрочено
4c4261a2-141a-4a80-b5c6-edbed04e1e4e,2023-12-19,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 753,просрочено
500f5c43-3978-4ddb-9b8b-61bdac767581,2022-08-12,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 754,в работе
6a2cf105-98c6-4ef6-8ee3-da5d72b7e2c0,2023-02-10,Хорошая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 755,Устранено
599b86ea-b328-4d98-9c97-1619833a09b6,2022-06-06,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 756,в работе
eaf5cc68-ee8a-4b44-b13d-119fe2524818,2021-08-17,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 757,просрочено
5339b300-dc5f-4a78-84d1-ff07652790cb,2021-07-12,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 758,в работе
f2c102aa-c3ee-4b3a-9873-2058540341f0,2021-11-07,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 759,в работе
1ab3dfe2-ece3-45b5-b1bb-663c640c38b8,2021-10-11,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 760,просрочено
64609113-a952-4011-a2f4-7f95afa96134,2022-03-26,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 761,в работе
5c056c86-5dbf-4361-bec3-27e27e8ffe84,2022-10-22,Хорошая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 762,Устранено
0615aa4d-c06d-4f2e-8899-9eaf2672fe8f,2022-08-24,Хорошая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 763,в работе
d01c4da0-a79d-4582-bf10-841492998ab2,2022-05-22,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 764,в работе
2e9b08dc-c21d-4dbd-9bb4-38df7e1f1f49,2023-10-28,Хорошая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 765,просрочено
210afff9-d9ca-4ad6-9663-a1031b29cda7,2022-07-18,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 766,Устранено
a91e3164-9ca2-4aa7-bc11-4a208a1abde8,2021-07-09,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 767,Устранено
09b41083-6d8b-419b-afc7-e703f979733c,2021-04-16,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 768,просрочено
dfd91792-69cf-42e4-a507-89e5f8f9a755,2023-07-01,Хорошая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 769,просрочено
c81f97de-79fa-4f28-bb03-2c92d0c83397,2023-08-11,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 770,в работе
946dd0ad-862c-42d3-a1ab-b40223306e48,2022-04-30,Хорошая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 771,в работе
dfd4f323-1f5b-4503-9db8-fb361b2c45f4,2021-12-25,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 772,просрочено
99e49ac2-4097-413a-bb2c-6dbdaf5c0401,2023-04-06,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 773,в работе
a6866ccb-387c-4c1a-8dfb-3d44eac9cdc1,2022-04-13,Хорошая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 774,в работе
b2b37e61-e82f-47bc-bb99-c9f85914e767,2022-04-03,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 775,просрочено
38cecc3d-6fcf-43e5-b4ac-c6a75e304b70,2023-10-30,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 776,Устранено
fb7d8d66-fef9-4258-b613-b266e847cf29,2023-08-21,Хорошая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 777,в работе
33385468-7b1c-4332-94ed-e22f7af4648e,2021-09-07,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 778,просрочено
95bcbafe-8aa2-449e-9a99-71af10479949,2021-11-08,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 779,в работе
3686d36e-96bb-433c-b91d-28036ecf8ce6,2022-10-13,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 780,в работе
35e13efe-4a37-4192-acb7-413e0eaaab1b,2022-05-22,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 781,Устранено
269170c7-691e-41eb-b33e-305507a9f179,2021-01-22,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 782,Устранено
0edfff49-7861-4260-9357-e27accf55589,2021-04-14,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 783,Устранено
47a1312a-40e0-4426-a593-b17872f255c6,2021-06-23,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 784,просрочено
69345716-a956-4395-baf2-5e45316b50fb,2021-01-04,Хорошая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 785,в работе
8dc905da-44dd-469f-9439-a545fe55eac2,2021-11-29,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 786,просрочено
b2c8b974-a076-474e-9088-027910a118dd,2023-05-17,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 787,просрочено
ec46c1dd-617e-4347-8df6-6a717e63b6b6,2022-06-16,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 788,просрочено
02d93a62-cadb-43d2-be44-361aae7a8e11,2022-08-28,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 789,Устранено
0d2a847c-7c3e-49ee-a91f-236867a0e7d2,2022-10-18,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 790,просрочено
f460d50d-0a0d-43e3-83e0-98c56dc2d81c,2022-08-17,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 791,Устранено
306a8e85-6c2b-4026-bab0-0587e6238a61,2023-08-21,Хорошая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 792,Устранено
4f7ab689-c115-45c6-a59b-51703d291194,2023-12-17,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 793,в работе
